pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_MET_PROMOTES_CELL_MOTILITY,0.000140899469485474,0.00132445501316345,0.518848077743792,0.59540561927137,1.96237172630044,40,COL1A2 COL2A1 COL1A1 HGF COL3A1 LAMB2 LAMA2 LAMA3 ITGB1 COL27A1 COL5A1 LAMA1 RAP1B COL11A1 DOCK7 RAP1A GAB1 LAMC1 LAMC2 TNS3 MET FN1 LAMA4
BIOCARTA_HIVNEF_PATHWAY,0.000145733470746541,0.00136340223342973,0.518848077743792,0.549030890229424,1.93003803557996,56,NFKBIA FASLG TNFRSF1B BIRC3 CASP7 TNFRSF1A CASP6 CASP8 BCL2 FAS RELA ARHGDIB CDK11A MAP3K1 RB1 CFLAR MAP3K5 GSN NFKB1 PAK2 CHUK BIRC2 TRAF1 APAF1 TNF BID CASP2 LMNB1
WP_NEOVASCULARISATION_PROCESSES,0.000146895093122659,0.0013677873293591,0.518848077743792,0.610324169185468,1.96407732964795,37,MMP9 CXCR4 KDR ANGPT1 TGFB2 TGFB1 NFKB2 RELA ACVRL1 SMAD5 EPHB4 SMAD9 TGFBR1 REL JAG1 HIF1A NFKB1 NOTCH4 FLT4 KITLG NOTCH1
WP_VEGFAVEGFR2_SIGNALING_PATHWAY,0.000154355684178845,0.00143050760830535,0.518848077743792,0.33161539164549,1.52383250981093,414,GJA1 KDR NCF2 NFKBIA CYBB CLIC1 TXNIP HSPA1A EPHA2 ACKR3 HSPB1 MMP14 EZR NFATC2 TNFRSF10C CAPN2 FOXO1 ADAMTS9 TAL1 CCL2 PLAUR PNP NCF1 PTPN6 ANXA1 IGFBP3 PBXIP1 ICAM1 NOS3 FLT1 APOLD1 ITGAV RCN1 DOK1 BCL2 TMOD3 FAS RELA TEAD4 S1PR1 PXN CAV1 ADRB2 IQGAP1 DKK1 NFATC1 TRAF3IP2 HLX NEXN TMEM170A MMP2 SELE VEGFA DNAJB4 GATA2 ITGB5 PLCB3 HERPUD1 PGF RHOJ PIK3R2 ERG ACACB ELK1 ROCK1 HDAC1 JAG1 ITGB1 LMAN1 PTPRZ1 PRKG1 P4HA2 SH2D2A RAP1B PDE4DIP MAPKAPK2 CSRP1 RAP1A F3 RHOC CDH5 GAB1 SDCBP TUBB8 ITGB3 LARP7 KANK1 MAP3K5 RICTOR DECR1 MMRN2 PIK3CA INPP4B STAT3 AMOT CGNL1 QKI TPP1 PLAU FMNL3 NCK1 TRIP4 PRDX6 MOV10 NFKB1 BMX PAK2 KATNAL2 MYO1C STIP1 FGD5
WP_PROXIMAL_TUBULE_TRANSPORT,0.00015749261138722,0.00145275894802978,0.518848077743792,0.562708290931646,1.92391374981989,50,SLC22A2 SLC22A8 SLC6A20 SLC47A1 SLC22A6 SLC5A5 FXYD2 ABCC2 ABCC4 SLC7A7 AQP1 ATP6V0E1 SLC7A9 SLC47A2
PID_AVB3_INTEGRIN_PATHWAY,0.000159219971793583,0.00145509363111358,0.518848077743792,0.521596360856174,1.90825262624025,72,COL1A2 COL2A1 COL1A1 COL6A3 KDR CSF1R COL8A2 FGF2 COL4A6 COL3A1 CSF1 COL6A2 TGFBR2 CASP8 COL8A1 ITGAV SPP1 PXN VAV3 VEGFA ROCK1 COL5A1 COL11A1 ITGB3 IGF1R PIK3CA COL4A4 F11R IRS1 PIK3C2A FN1 CBL VCL COL15A1 CDKN1B TLN1
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.000158605633375823,0.00145509363111358,0.518848077743792,0.549160947961196,1.89255434900784,52,SOCS3 IL7R VIM YBX3 HSPB1 F2R CASP7 TNFRSF10B CDKN1A ANXA5 VAV3 HDAC1 BCL3 RIPK2 IER3 NFKB1 PAK2 HSPD1 NQO1 CARD14 THBS1 TRAF1 CDKN1B BIRC5 TNF RNF7 RPS6KB1 SMAD7 ETS1
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,0.000160609325823196,0.00146102677039165,0.518848077743792,0.653238968067901,2.02167299679205,31,COL1A1 YAP1 WWTR1 GLI2 SMAD6 MAF UCMA HES1 YES1 CBFB SMAD4 RUNX2 GLI3 IHH RB1
BIOCARTA_INFLAM_PATHWAY,0.000168645577000948,0.00152709343577922,0.518848077743792,0.707482239333204,1.98311295022842,21,HLA-DRA HLA-DRB1 CD4 IL6 TGFB2 TGFB1 IL10 CSF1 CSF3 HLA-DRB5 IL15
BIOCARTA_ALK_PATHWAY,0.000172403314547662,0.00155399152016933,0.518848077743792,0.633545853612541,1.99251863685286,34,BMP5 NKX2-5 TGFBR3 BMP4 SMAD6 TGFB2 TGFB1 TGFBR2 BMPR1A FZD1 SMAD5 TGFBR1 SMAD4
BIOCARTA_CSK_PATHWAY,0.00017669755147131,0.00158545893911076,0.518848077743792,0.725726817394622,2.00115779078637,19,PTPRC HLA-DRA HLA-DRB1 CD4 LCK CD3G HLA-DRB5 CD3E
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT,0.000180459544199421,0.00161188751244189,0.518848077743792,0.711608210085693,1.96378146677265,20,PITX2 FOXC2 FOXC1 BMP4 EGFR FGF10 SMAD5 INHBB MAP3K1 SMAD4
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,0.000182485267975172,0.00162263927469815,0.518848077743792,0.63215871838649,1.95413263959908,32,TGIF1 WWTR1 MYC SP1 TGIF2 CDKN2B E2F5 RBL1 SMAD4 JUNB HDAC1 SERPINE1
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,0.000188824253238817,0.00167147567665213,0.518848077743792,0.458144933983356,1.77691005571387,100,PARD3 TGIF1 WWTR1 SMAD6 TGFB1 BMPR1B MYC TGFBR2 FSTL1 BMPR1A SP1 ACVRL1 SMAD5 TGIF2 INHBB PPP1CC SMAD9 TGFBR1 CDKN2B E2F5 RBL1 SMAD4 JUNB HDAC1 BAMBI XPO1 SERPINE1 CHRDL1 NOG SKIL
WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY,0.000195155800329631,0.00171981049040487,0.518848077743792,0.73269114092974,2.00321835648131,18,TLR8 TLR2 TLR5 TLR7 TLR6 TLR1 TLR4 TLR10 MYD88 TIFA
REACTOME_ECM_PROTEOGLYCANS,0.000196338316573149,0.00172254149740176,0.518848077743792,0.517036715423265,1.89157123038506,72,COL1A2 FMOD COL2A1 COL1A1 DCN COL6A3 COL4A6 LRP4 TGFB2 TGFB1 COL3A1 VCAN LAMB2 SPARC COL6A2 ITGAV COL6A5 LAMA2 MATN3 ITGB5 LAMA3 LUM ITGB1 COL5A1 LAMA1 SERPINE1 LAMC1 ITGB3
WP_GPCRS_CLASS_A_RHODOPSINLIKE,0.000201618961749943,0.00176104349776277,0.518848077743792,0.391755200989692,1.65817104540677,187,CXCR1 PTGDR CXCR2 GPR171 AGTR1 PTGER2 FFAR2 OR7A5 C3AR1 FPR1 CCR9 CCR2 CXCR4 GPR4 PTGFR HCAR3 FPR2 OR7C1 GPR34 CCR1 CCR5 LHCGR GPR65 ACKR3 ADORA3 APLNR F2RL1 F2R ACKR4 OXTR GALR2 ADRA2B ADORA2B PTAFR P2RY14 C5AR2 EDNRB MC5R LPAR5 MC4R LPAR6 ADRB2 CHRM5 FPR3 HCAR1 GPR83 P2RY1
REACTOME_RAC3_GTPASE_CYCLE,0.000202771602178672,0.00176330899868149,0.518848077743792,0.466911819899339,1.78421975279432,91,DSG2 SLC1A5 ARHGAP42 NCF2 NCF4 CYBB EPHA2 CYBA NCKAP1L ARHGAP15 NCF1 ARHGAP6 DIAPH3 SNAP23 ARHGAP5 NOX1 BAIAP2L1 ARHGDIB FERMT2 CAV1 SYDE1 PIK3R2 OPHN1 SWAP70 JAG1 ITGB1 LMAN1 LBR CYFIP1 NHS WASF2 DEPDC1B PAK2 TMPO
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.00020402688298486,0.00176644327636891,0.518848077743792,0.534286430867544,1.88822925715001,58,MMP9 COL1A2 COL2A1 COL1A1 PCOLCE COL6A3 CTSS COL8A2 COL4A6 ITGB4 COL3A1 COL6A2 COL8A1 COL6A5 ITGA6 LAMA3 LOXL2 COL27A1 COL5A1 COL11A1 LOX MMP3 COL4A4 LAMC2 BMP1 LOXL4
WP_PEPTIDE_GPCRS,0.00021216239679072,0.00182885838980298,0.518848077743792,0.520069669140615,1.86786037265445,64,CXCR1 CXCR2 AGTR1 C3AR1 FPR1 CCR9 CCR2 CXCR4 C5AR1 FPR2 CCR1 CCR5 LHCGR OXTR GALR2 TACR3 EDNRB MC5R MC4R CXCR6 FPR3
KEGG_SMALL_CELL_LUNG_CANCER,0.000214949092061112,0.00184482394664624,0.518848077743792,0.481506609581613,1.80220117922424,84,CDK2 NFKBIA COL4A6 BIRC3 PIK3R5 MYC LAMB2 PIK3CG ITGAV LAMA2 BCL2 RELA CDKN2B ITGA6 LAMA3 PIK3R2 ITGB1 LAMA1 LAMB4 RB1 LAMC1 RXRA RXRG PIK3CA CKS1B IKBKB COL4A4 NFKB1 LAMC2 CHUK BIRC2 FN1 LAMA4 TRAF1 APAF1 PIAS1 CDKN1B MAX
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,0.00021644854213857,0.00184965117827505,0.518848077743792,0.719429540815035,1.98379334484621,19,MMP9 KDR TLR4 EGFR HSPB1 IL6 SPP1 PDLIM5
REACTOME_CDC42_GTPASE_CYCLE,0.000225488098554365,0.00191859270063067,0.518848077743792,0.407098967657449,1.67638959670382,153,PLEKHG4B ARHGAP42 IQGAP2 STOM FGD2 DOCK8 GNA13 ARHGEF19 ARHGEF5 STARD8 ARHGAP31 ARHGEF26 DIAPH3 SRGAP1 ARHGAP11B SNAP23 WAS ARHGAP5 ARHGEF6 ARHGAP30 ARHGDIB FGD4 CAV1 DOCK6 DOCK11 IQGAP1 CDC42EP4 SYDE1 STEAP3 VAV3 CDC42EP5 ARHGAP10 ARHGAP29 PIK3R2 OPHN1 DOCK7 PLEKHG1 LBR DEF6 PLEKHG2 ARFGAP3 DNMBP ARHGAP9 FMNL3 SPATA13 DEPDC1B FGD3 PAK2 TMPO ARHGEF10 ARHGAP24 KTN1 ARHGAP17 CPNE8 ARAP1 SHKBP1 JUP WIPF3 PREX2 ARAP2 FMNL2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.000241250594656615,0.00203516527287247,0.518848077743792,0.379949478060004,1.61530128864697,201,INSRR SCIN CD14 IQGAP2 ITGB2 PDGFD ITGA10 FGF2 EGFR ITGB8 EZR F2R NCKAP1L ITGB4 PIK3R5 ITGAM GNG12 GNA13 MYL12A RAC2 MYLPF ITGA1 PIK3CG ARPC1B DIAPH3 ITGA5 MRAS WAS PDGFRB ITGAV ITGAL FGFR4 ARHGEF6 FGF10 FGF11 PXN CHRM5 IQGAP1 PPP1CC TIAM2 VAV3 ITGA6 ITGB5 PIK3R2 ROCK1 ITGB1 VAV1 FGF17 MSN DIAPH2 RRAS2 LIMK2 ITGB3 PDGFC PIK3CA CYFIP1 GSN WASF2 ITGA7 FGD3 PAK2 GNA12 PIP5K1B RRAS ITGA11 ENAH
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,0.000240370487895278,0.00203516527287247,0.518848077743792,0.418643959193223,1.68817122641859,132,CLEC4D CLEC4E CLEC10A FCER1G CD209 CLEC7A SYK NFKBIA PSMA2 NFATC2 CCL17 MUC1 ICAM2 PYCARD NFKB2 ITPR2 CASP8 TAB2 RELA IL1B MALT1 AHCYL1 LYN NFATC1 PLCG2 MUC16 MUC15 CLEC4A CARD9 PSMB8 IKBKB ITPR3 MAP3K7 NFATC3 CCL22 NFKB1 PAK2 CHUK MUC4 BCL10
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.000246602708489667,0.00207146275131321,0.49849310876659,0.619061705569727,1.93077828589208,33,FCER1G IGLC3 SYK FCER1A IGLC2 NFATC2 BTK TEC ITPR2 AHCYL1 LYN NFATC1 VAV3 VAV1 PLCG2 GRAP2 LCP2 ITPR3 NFATC3
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS,0.000257990815032958,0.00215794012235194,0.49849310876659,0.522914820265736,1.84001126610621,57,TGFBR3 BMP4 TGIF1 SMAD6 TGFB1 TGFBR2 RUNX3 FOS SPP1 SMAD5 LIF SMAD9 TGFBR1 SMAD4 RUNX2 BAMBI LEF1 SERPINE1 NOG SKIL STAT3 LEFTY2 NFKB1 LTBP1 THBS1 ENG EP300 TNF SMAD7 ZNF423 SMAD1 SMAD2 CREBBP
PID_HIV_NEF_PATHWAY,0.000264041077486209,0.00219922821501171,0.49849310876659,0.608940638745954,1.9339078515264,35,NFKBIA FASLG BIRC3 CASP7 TNFRSF1A CASP6 CASP8 BCL2 FAS RELA CFLAR MAP3K5 NFKB1 CHUK TRAF1 APAF1 TNF BID CASP2
WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY,0.000275287271527288,0.00228326501678515,0.49849310876659,0.66996658350089,1.97162640360422,26,NFKBIA IL6 SLC7A11 CCL2 HMOX1 NOX1 RELA NFE2L2 IL1B IL12A RXRA MMP3 IKBKB NFKB1 NQO1 CHUK
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,0.00028044215089137,0.0023162878906258,0.49849310876659,0.465177981043774,1.78209038929083,92,RPL3L RPL22L1 RPS17 RPS27L RPS15A RPL36A RPS3A EEF1A1 RPL39 RPS26 RPL9 RPL23 RPS8 RPL30 RPS27 RPL5 RPL34 RPS24 RPS23 EEF1D RPS3 RPL17 RPS6 RPL14 RPS13 RPL35A RPS4X RPL11 RPL6 RPS7 RPL21 RPL7 RPL22 RPL27A RPL35 RPL4 RPL24 RPS4Y1 RPS20 EEF1G RPL10 RPL18A RPS16 RPL13A RPS11 RPL23A RPL41 RPL39L RPS10 RPL36AL RPL29 RPL12 RPLP2 RPL36 RPS14 RPL18 RPS27A RPL13 RPS25 RPS21 RPLP0 RPL19 RPL32 RPLP1 RPS2 RPL27 RPL7A RPS18 RPL26
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,0.000282768175408315,0.00232576824273339,0.49849310876659,0.438939772837372,1.733817429699,113,KDR ITGB2 CSF1R ITGA10 EPHA2 AJUBA EGFR TEAD2 LATS2 ITGB8 ITGB4 ITGAM MYC TEAD1 ITGA1 NGFR ITGA5 FLT1 PDGFRB ITGAV ITGAL FGFR4 CD44 TEAD4 PPP1CC CDH1 NTRK2 CDH20 ITGA6 ITGB5 ITGB1 TEAD3 STK3 CDH5 ITGB3 IGF1R AMOT CDH2 ITGA7 PAK2 TEK LATS1 ITGA11 SAV1 FLT4 MET FGFR3
REACTOME_COLLAGEN_FORMATION,0.000292406406475473,0.00239506326299827,0.49849310876659,0.476764501342411,1.78445223686159,84,MMP9 COL1A2 COL2A1 COL1A1 PCOLCE COL6A3 CTSS COL8A2 ADAMTS2 COL4A6 PLOD2 P4HA1 SERPINH1 ITGB4 COL3A1 COL21A1 COL6A2 COL8A1 COL6A5 ITGA6 LAMA3 COLGALT1 LOXL2 COL27A1 COL5A1 P4HA2 COL11A1 PCOLCE2 PLOD1 LOX MMP3 COL4A4 LAMC2 BMP1 LOXL4
REACTOME_PROGRAMMED_CELL_DEATH,0.000295326026925863,0.00240898172376716,0.49849310876659,0.381252710746874,1.61858251485298,197,DSP IL18 DSG2 TP63 CD14 CASP5 CASP4 CASP1 LY96 VIM TLR4 PSMA2 FASLG BIRC3 MLKL CASP7 CASP6 GSDMD BMF CASP8 TNFRSF10B CARD8 BCL2 FAS TP53BP2 TNFRSF10A IRF1 IL1B TJP2 BCL2L11 CDH1 CDKN2A ARHGAP10 ROCK1 RIPK3 UACA IRF2 SDCBP CFLAR PELI1 STAT3 PSMB8 GSN OGT HMGB2 BMX PAK2 CHMP4A GAS2 OCLN PKP1 PMAIP1 BIRC2 OMA1 CHMP4C
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,0.000298722150148802,0.00242665647898656,0.49849310876659,0.470289579899988,1.78729119178868,89,FOXA1 TFF3 RUNX1 GATA3 ZNF217 PGR MYC NR5A2 FOS BCL2 SP1 CBFB KAT2B STAG2 HDAC1 STAG1 GPAM CHD1 KANK1 KCTD6 TLE3 DDX5 MOV10 NCOA3 SMC3 NCOA1 RAD21 EP300 CCNT1 POLR2J TNRC6B FKBP4 CCND1 CREBBP POLR2H HSP90AA1 GTF2F2 NCOA2 AGO3 PTGES3 MED1 ATF2 JUN AGO2 GREB1 EBAG9
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.000302233975909902,0.00244512241166453,0.49849310876659,0.438331465025128,1.72771350420565,112,IGLC3 SYK DAPP1 NFKBIA PIK3AP1 IGLC2 IGHM PSMA2 NFATC2 BTK PTPN6 ITPR2 BLNK RELA MALT1 AHCYL1 CD79A LYN NFATC1 CD19 REL CD79B VAV1 PLCG2 BLK ORAI1 PSMB8 IKBKB NCK1 ITPR3 MAP3K7 NFATC3 NFKB1 CHUK BCL10
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.000314087795766488,0.00253065024017571,0.49849310876659,0.620583604214757,1.91835158058308,32,OGN OMD FMOD KERA PRELP B4GALT1 B4GALT4 LUM
PID_TCPTP_PATHWAY,0.000328485440475433,0.00262522372266601,0.49849310876659,0.573323246927262,1.90196211638777,41,KDR CSF1R HGF EGFR CSF1 ITGA1 PDGFRB STAT5A VEGFA PIK3R2 ITGB1 LMAN1 GAB1 PIK3CA STAT3 PTPN2 MET SOS1 PIAS1 SHC1 CREBBP STAT5B PIK3CD RAB4A JAK1
WP_INFLAMMATORY_RESPONSE_PATHWAY,0.000328203515502279,0.00262522372266601,0.49849310876659,0.664815755184895,1.91287251302078,24,COL1A2 CD86 COL1A1 IL2RG CD28 TNFRSF1B IL4R LCK TNFRSF1A COL3A1 LAMB2 CD40 CD80 LAMC1 LAMC2 IL4 THBS1 FN1
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.000331701241858209,0.00264023488479074,0.49849310876659,0.532519047356871,1.87199305969849,56,CASP4 CASP1 TNFAIP3 TXNIP NOD2 BIRC3 AIM2 PYCARD NFKB2 HMOX1 CASP8 BCL2 TAB2 RELA P2RX7 MEFV RIPK2 CARD9 IKBKB SUGT1 MAP3K7 NFKB1 CHUK IRAK2 BIRC2
REACTOME_SUMOYLATION,0.000334819451252154,0.00265435179426407,0.49849310876659,0.388465499525304,1.62474829584982,168,TFAP2B NFKBIA TFAP2C PGR TOP2A SP100 PPARA NFKB2 NR5A2 RELA TOPORS CDKN2A BMI1 AURKB STAG2 HDAC1 STAG1 RORA NUP160 RAD52 PCNA RXRA SP3 NUP37 HIC1 SMC5 RANBP2 PHC3 DDX5 SMC6 SMC3 NR1H4 NUP205 NCOA1 RAD21 EP300 NR3C2 PIAS1 AR BIRC5 DDX17 SUMO2 HNRNPC TFAP2A TOP1 WRN CBX2 NR1H3 HDAC4 NUP188 CREBBP NUP98 SUZ12 ZNF131 UHRF2 TP53 PPARG IKBKE PML ZNF350 NCOA2 BLM NR2C1 RWDD3 VDR RAE1 MITF BRCA1
NABA_ECM_GLYCOPROTEINS,0.000338282047404782,0.00266043331305593,0.49849310876659,0.392551480425785,1.64731319605492,172,MMRN1 EGFLAM SRPX2 MFAP2 NID1 FGL2 LRG1 ECM2 PCOLCE MFAP5 THSD4 MGP ABI3BP FBLN1 NDNF OIT3 TSKU OTOG AEBP1 IGFBP5 CILP EMILIN2 FGL1 SRPX LAMB2 SPARC TINAGL1 IGFBP3 TNFAIP6 TSPEAR VWDE EFEMP1 EYS LAMA2 LTBP2 FBLN5 SPON1 SPP1 PAPLN TGFBI VWA3B MATN3 VWF MFAP4
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,0.000337972384604687,0.00266043331305593,0.49849310876659,0.646947694183515,1.9295325196185,27,IL18 GATA3 IL9 TSLP NFIL3 IL6 IL15 IL1B EOMES IL12A RORA
WP_TGFBETA_SIGNALING_PATHWAY,0.000361402378004792,0.00283098529437087,0.49849310876659,0.414727270542393,1.66682923608808,130,COL1A2 TGFBR3 YAP1 TGIF1 ITGB4 TGFB1 MYC TGFBR2 DAB2 CDKN1A FOS SP1 SIK1 CAV1 TGFBR1 CDKN2B E2F5 RBL1 SMAD4 JUNB RUNX2 PIK3R2 ROCK1 HDAC1 ITGB1 NEDD9 KLF6 LIMK2 ITGB3 TGFB1I1 SKIL MAP3K7 PAK2 RBL2 MAPK4 SMURF2 THBS1 MET FN1 SOS1 CDK1 KLF11 EP300 PIAS1 MAP4K1 RAF1 SMAD7 SHC1 ETS1 CCND1 SMAD2 CREBBP TP53 RHOA PML E2F4 ZEB1 MAPK14 DCP1A TRAF6 ATF2 JUN
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,0.000366772812092428,0.00285137691664114,0.49849310876659,0.615254644856712,1.93499229660655,34,PITX2 TFAP2B TFAP2C EGFR MYC CDKN1A ERBB2 TFAP2D VEGFA DEK MYBL2 ATAD2 KCTD15 HSPD1 NOP2 EP300 WWOX TFAP2A
WP_TYPE_II_INTERFERON_SIGNALING_IFNG,0.000366894496872771,0.00285137691664114,0.49849310876659,0.609595678311813,1.90125489635142,33,IRF8 SOCS3 CYBB IFNA2 SPI1 IRF4 ICAM1 CIITA IFNGR1 IRF1 IL1B TAP1 IRF2 JAK2 GBP1
WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,0.000390137635129663,0.00302012428135668,0.49849310876659,0.553678551934605,1.8433461593811,42,MMP9 NFKBIA IL6 BIRC3 CASP7 CCL2 TNFRSF12A NFKB2 TRIM63 CASP8 RELA HDAC1 CCL5 IKBKB MAP3K7 NFKB1 CHUK BIRC2 TRAF1 TNF RAF1
PID_NFKAPPAB_ATYPICAL_PATHWAY,0.000396637956783509,0.00305845049488534,0.49849310876659,0.72310680747523,1.9234612427714,16,SYK NFKBIA LCK RELA REL BCL3 PIK3CA IKBKB NFKB1
REACTOME_DAP12_SIGNALING,0.000402528301530162,0.00309179325766747,0.49849310876659,0.627075902559249,1.88924160577545,29,SYK TYROBP LCK BTK TREM2 KLRD1 KLRK1 VAV3 PIK3R2 HLA-E PLCG2 GRAP2 B2M LCP2 PIK3CA SOS1 PLCG1 FYN SHC1
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,0.00042238498070285,0.0032317362477032,0.49849310876659,0.658889712480199,1.93902858169557,26,OGN OMD FMOD KERA PRELP B4GALT1 B4GALT4 LUM
NABA_PROTEOGLYCANS,0.000425901510934658,0.00324606016442091,0.49849310876659,0.630262005686392,1.95056287221942,31,OGN OMD FMOD DCN SRGN KERA PRELP ESM1 VCAN PODN OPTC LUM
PID_SYNDECAN_1_PATHWAY,0.000431931974806299,0.00327936045487552,0.49849310876659,0.569589019803364,1.89844899985251,44,MMP9 COL1A2 COL2A1 COL1A1 COL6A3 HGF COL8A2 COL4A6 TGFB1 COL3A1 COL6A2 COL8A1 COL5A1 CCL5 COL11A1
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS,0.000442662061417832,0.00334794984382682,0.49849310876659,0.712527538033552,1.94808994397834,18,MERTK TEAD2 LATS2 TEAD1 TEAD4 HDAC1 TEAD3 STK3 SKIL LATS1
PID_FGF_PATHWAY,0.000448218698692854,0.00337703706572402,0.49849310876659,0.535337171224576,1.84311158494197,51,MMP9 HGF FGF2 SDC2 PLAUR FOS FGFR4 SPP1 CDH1 RUNX2 FGF17 GAB1 PIK3CA PLAU CDH2 IL17RD MET FGFR3 SOS1 CBL PLCG1 SHC1 FRS2 BGLAP RPS6KA1 FGFR1 STAT5B PAK4
PID_INTEGRIN3_PATHWAY,0.000456151773006002,0.0034237399236268,0.49849310876659,0.585482970694016,1.88413614877769,37,COL1A2 COL1A1 KDR COL4A6 PLAUR TGFBR2 PDGFRB ITGAV SPP1 TGFBI VEGFA SDC4 SPHK1 LAMC1 ITGB3 PLAU COL4A4 F11R THBS1 FN1 LAMA4
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.000464064668976131,0.00346993809302607,0.49849310876659,0.380164391057919,1.59867476572179,175,VNN2 VNN1 AOX1 GPC3 SLC52A3 AKR1C1 FOLR2 GPC4 SDC2 CUBN GPC6 ACP5 MTHFD2 SPR TTR LPL APOC2 NOS3 ALDH1L1 LRP10 ENPP1 LRAT AKR1C3 BST1 TTPA PARP9 NAMPT MTHFD2L MTHFS PARP4 NADK2 SLC19A3 ACACB SDC4 APOB
PID_IL23_PATHWAY,0.00047736771582937,0.00355593913602708,0.49849310876659,0.620467523817735,1.88599232168737,30,IL18 CXCL1 IL18R1 SOCS3 IL18RAP NFKBIA CD4 IL6 CCL2 CD3E RELA IL1B STAT5A IL24 JAK2 PIK3CA STAT3
PID_GLYPICAN_1PATHWAY,0.000489909669218833,0.00361106735220957,0.477270815362862,0.637278085421014,1.90069274674818,27,PLA2G2A HCK FGR FGF2 LCK TGFB2 TGFB1 TGFBR2 FLT1 YES1 SERPINC1 LYN TGFBR1 VEGFA LAMA1 BLK
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.000490256357848108,0.00361106735220957,0.477270815362862,0.717641239388779,1.90892285331725,16,CD14 LY96 TLR4 FASLG CASP8 TNFRSF10B FAS TNFRSF10A
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.000490256357848108,0.00361106735220957,0.477270815362862,0.687258700600918,1.89658562111842,20,SERPIND1 SERPINA5 F10 PROS1 SERPING1 SERPINC1 PRCP F11 VWF
WP_BREAST_CANCER_PATHWAY,0.00050235154478955,0.00368640129893893,0.477270815362862,0.404915242923978,1.65806372551095,145,WNT6 FZD2 GADD45B FGF2 EGFR WNT16 NOTCH2 PGR FZD7 MYC GADD45G NFKB2 FZD9 HES1 CDKN1A FOS SP1 FGF10 FZD1 ERBB2 TCF7L1 ESR2 DLL1 PIK3R2 WNT3 FZD8 FGF17 LEF1 FRAT2 RB1 HEYL BRCA2 IGF1R LRP5 FZD5 WNT5A PIK3CA CETN3 ATM HEY2 NCOA3 NOTCH4 FLT4 TCF7L2 WNT5B SOS1 NCOA1 NOTCH1 DDB2 POLK FZD6 RAF1 LRP6 RPS6KB1 SOS2 SHC1 CCND1 RAD51 AXIN2 TP53 FGFR1 FRAT1 CSNK1A1L
REACTOME_NEUREXINS_AND_NEUROLIGINS,0.000514318508524296,0.00376023976232208,0.477270815362862,-0.489831266956861,-1.80064342354267,56,SYT2 STX1A SHANK1 GRIN2B SYT12 GRM5 NRXN3 NRXN2 DLGAP3 GRIN2A GRIN1 STXBP1 DBNL DLG3 LRRTM2 SYT1 EPB41L3 SYT7 LRRTM1 SYT9 DLG4 APBA1 DLGAP1 SYT10 DLG2 EPB41L1 GRIN2D APBA2 SHANK2 NLGN3 DLGAP4 LRRTM3 BEGAIN NLGN2 NLGN1 GRIN2C
PID_INTEGRIN_CS_PATHWAY,0.000536399237657885,0.00390720330308733,0.477270815362862,0.651307277548789,1.91671444053906,26,ITGB2 ITGA10 ITGB8 ITGB4 ITGAM ITGA1 ITGA5 ITGAV ITGAL ITGA6 ITGB5 ITGB1 ITGB3 ITGA7 ITGA11
